"Tweet","Class"
" मला झाट काय कळले नाय  ","offensive"
" अरे मुर्खा इथे सगळे शिवसैनिक नाहीत इथे ते पण लोक आहे जे महाराष्ट्रावर आपल्या जन्मभूमि वर… ","offensive"
" शिवसेनेच्या लफड्यात काँग्रेसची लागली   हिमाचलमधील अनधिकृत बं… ","offensive"
" ती लहानपणीची श्रीमंती कुठे गेली कुणास ठाऊक  जेव्हा पाण्यात आमचे पण छोटे जहाज चालायचे. ","not offensive"
" साहेब    मी कांदा उत्पादक शेतकरी अस्मानी अन सुलतानी तुम्ही पण याचा विरोध केलेला 2014 साली मग आता अस का ","not offensive"
" काही का असेना या परप्रांतीयांचे मुंबईत होणारे लाड थांबवलेच पाहिजेत. ते संपूर्ण उचलून दुस… ","not offensive"
" ह्याच्या पेक्षा सरस लोकं पक्षात असताना ब्राम्हण आहेत म्हणून मुख्यमंत्री झाले  पाच वर्षं सत्ता भोग… ","not offensive"
" थोडी मनाची वाटत कशी नाही राऊत साहेब? खुशाल असल्या दळभद्री हल्ल्याला उस्फुर्त प्रतिक्रिया म्हणून नाव… ","offensive"
" माझ्या छातीमध्ये आता येत नाही कळ गरीबांचा तांदुळ खाऊन माझ्यात आलंय शंभर हत्तीचं बळ ओळखा पाहू कोण??? ","not offensive"
" मुळात मराठी ट्विटर ला कीड लागलीये ती तुझ्यासारख्या लोकांमुळे. ","offensive"
" स्नेह म्हणजे जन्मजन्मांची साधलेला जीवनचा मेळ असतो... त्याचा उगम शोधायचा नसतो आणि अंत कल्पायचा नसतो...स्नेह केवळ अ…  ` माणसाला जिवाभावाची सखी एकच  तिचं नाव वेदना. सुख  समाधान  आनंद हे सगळे ‘ बर्डस ॲाफ पॅसेज . वेदना मरेपर्यंत सोबत करते तर आपण… ","not offensive"
" ह्याच सेनेनी तुझ्या बापाला पण मोठा केला विसरला का रे मूर्खा ","offensive"
" युजवेंद्र चहलने केले  युनिवर्सल बॉल  ख्रिस गेलला ट्रोल म्हणाला  अंकल काय.... ","not offensive"
" सर्व त्रास सहन करून पुन्हा उठण्याचा प्रयत्न करत आहे जुने सर्व काही सोडून नवी स्वीकारण्याचाच… ","not offensive"
" च्यायला आता सोशल मीडिया वर काही पण पोस्ट केलं किंवा लाईक वगैरे केलं तर असं वाटतं की आपण त्या आपल्या मोबाईल स्क्रीन… ","offensive"
" गोट्या कितीहि मोठ्या झाल्या तरी त्या ल  ड्याच्या खाली असतात 1980 ला स्थापन झालेल्या गोट्याने माज दा… ","offensive"
" इतर भाषांमधे सेवा देता मग मधे का नाही स्टार स्पोर्ट मराठी पुन्हा चालू करा.… ","not offensive"
" यंदा ‘ही  धावसंख्या आयपीएलमध्ये ठरणार आव्हानात्मक  या दिग्गजाचा दावा ","not offensive"
" भक्ताची दळभद्री शेरणी केंद्राची y+ सुरक्षा घेवून पण मागच्या दारानी पळाली  ..भक्तानो कसली तुमची शेरणी .… ","offensive"
" मातीच्या आजवरच्या संस्कृतीत एकही मराठी वर्तमानपत्र  वृत्तवाहिनीने मुख्यमंत्री असो किंवा कोणत्याही लोकप्रतिनि… ","not offensive"
" vnx   मराठी न्यूज चॅनल   शेतकऱ्यांच्या अविरत सेवेत   पुस्तोडे ट्रॅक्टर अँड पुस्तोडे ऍग्रीकल्चर इम्प्लिमेंट्स  … ","not offensive"
" ओठांवर काळी पट्टों लावण्यापेक्षा तु तोंडच का नही काळ करत मंद बुद्धी भोसडीच्या. तुला फासीझम चा अर्थ कळ… ","offensive"
" रात्र पण एक कोडच असते.. सोडवाव तेव्हढ थोडच असते.. ","not offensive"
" राज्य सरकारचे अधिकारी आम्हाला आवश्यक कागदपत्र देत नाहीत. अशा परिस्थितीत प्रभावी युक्तिवाद करणे शक्य नाही. अशा श… ","not offensive"
" अरे तू हेच करत बस तू आयुष्यभर    तुझ्या पोरा बाळांना काय सांगशील ?? की    बाळांनो मी शेवटपर्यंत गुलामी पत्रिकारिता… ","not offensive"
" सर तुम्ही माझे एक आदर्श कलाकार  होतात  .. तुमची अभिनयवर असलेली पकड म्हणजे उत्कृष्ट आहे.. तुम्हाला माझ्या… ","not offensive"
" अरे संज्या थांब थांब  च्यायला खाट आधीच कुरकुरतेय  आणखीन हग्रलेखांचे हातोडे नको घालूस..                          … ","not offensive"
" मला वाटले की माझ्या ex नंतर अजून दुसरी जगात कोणीच नसेल.. . . . . मग मी कंगना ला बघितले   आणि माझ्या मनातील… ","offensive"
" साथ कशी द्यायची हे तर फुलांनकडून शिकावं तिरडी असो वा लग्न कुठेच भेदभाव नाही करत.. ","not offensive"
" स्पर्श संपला तरी स्मृती उरतात... ","not offensive"
" कुठल्या मुलाला खर प्रेम आणि इज्जत देऊन तर बघा जीव देतील पण साथ सोडणार नाहीत  ","not offensive"
" अजूनही हिंदी लादत आहे भाषिकांवर ?आपण फोन केला की कोरोनामुक्तीच्या हिंदीत सूचना का ऐका… ","not offensive"
"  कोरोना निवारण मंत्र   पांडूरंग हरी  वासुदेव हरी तू तूझ्या घरी  मी माझ्या घरी मंत्र नाही पाळला तर direct देवाघ… ","not offensive"
" तुजाई रांड साली तिच्या ईचा दाणा  तुझा बाप शटउपट्या  लवंडू साला ","offensive"
" उठलास काय रे हरामखोर ते मस्तीखोर आता पटा पटा हग बोचा नीट पणे धू आणी गफूरउद्दीन चा शायरी चोर अण दे… ","offensive"
" एलिझाबैथ व्हय तु?? कुठली राणी ? का पप्पू खानचा लवडा चोळनारी ","offensive"
" भ्रष्ट्र गृहमंत्री सुशांत प्रकरणात झोपले होते का तुमचे गृह खाते  कि ड्रग माफियांनी तुमच्या तोंडात… ","not offensive"
" टाकला मामुच्या तोंडात..🥴 ","offensive"
" हा देश विकु नाहि देणार आणि आख्खा देश विकायला काढणार्या दललांनी हिंदुत्व आम्हाला शिकवु नये .सत्तेसाठी मेहबूबाचा बोचा… ","not offensive"
" मला माणसे जोडायला आवडतात जोडलेली नाती जपायला आवडतात कारण माझा विश्वास आहे की माझ्यानंतर मी कमवलेली संपत्ती मी बरोबर… ","not offensive"
" काही सांगू शकत नाही ह्या मंद सैनिकांचं  आज सकाळी काही ज्येष्ठ लोकं भेटले मॉर्निंग वॉक ला ज्यांना खात्री… ","offensive"
" चोम्या ते मोराला दाणे घालणाऱ्या बावळट माणसाला शिकव आधी ","offensive"
" तुम्ही बहुतेक चुकून मोदींच्या ऐवजी उद्धव ठाकरेंचं नाव घेतलंय जाऊदे च्यायला आपला मोर बरा आणि आपण बरे ","not offensive"
" एखाद्या गोष्टीच्या प्रभावाखाली येऊन घेतलेले निर्णय कधीकधी चुकीचे ठरतात. ","not offensive"
" नक्कीच भाऊ महाराष्ट्रात फक्त मराठीच वापरली गेली पाहिजे आणि पर्यायाने इंग्रजी… ","offensive"
" ह्या प्रसिध्दी साठी हपापलेले बातमी वाहिन्या आणि त्यांचे पत्रकार  वृत्त निवेदक बघून मला मनापासून स्वर्गवासी नीलम यांची आठवण… ","not offensive"
" गझल हा उर्दूमधील अत्यंत तलम आणि अर्थवाही काव्यप्रकार.गझल ही तशी रुढार्थाने कविता नसते.एकाच वृत्तातले अनेक शेर एका धाग्यात गुं… ","not offensive"
" पोरी पळव्या राम्या kon lagto re आईघाल्या तु सांगणार का ","offensive"
" आईघाल्या काय बडबडला काहीच नाही कळलं   🤣 चूहे हो  म्हणे   आणि त्यांनीच 105 घरी बसवले 🤣🤣 ","offensive"
" मधेच फोनं डिसकनेक्ट व्हायलेत अन हे  व्ही व्ही  करत दिवसभर डोक्याचा भुगा करायलेत. अहो  जाहिरातीला एवढा खर्चा करण्यापेक्षा… ","offensive"
" ए अर्धवट  काय वटवट लावली आहेस उगाच? विदर्भात किती… ","offensive"
" ज्यातलं कळतंय नि ज्यातलं नाही कळत त्या प्रत्येक गोष्टीत पाय घाला.. सत्ताधाऱ्यांची बाजू उचलून धरा..… ","not offensive"
" मराठ्यांनो आता तरी डोळ्यावरची झापडं हटवा आणि पहा समाजाचे ते ‘तथाकथित  पुढारी आणि मराठा मोर्चाचे ते ‘स्वयंघोषीत … ","not offensive"
" गेल्या काही वर्षात हवी तशी कामगिरी न करणाऱ्या मँचेस्टर युनायटेड संघाकडून येणाऱ्या २०२० २१च्या हंगामात काय अपेक्षा आहेत याव… ","not offensive"
" फक्त  ब्राह्मण  म्हणून त्यांना विरोध करणारे  फडणवीस तुमच्या कडे आरक्षण मागतोय तुमची बायको नाही अश्या खालच्या लेव्हल… ","offensive"
" वाद कोणताही असो या चु   ना शिवाजी महाराजांचे नाव घेतल्या शिवाय करमतच नाही.... … ","offensive"
" मानसशास्त्रा नुसार लोक काय म्हणतील?? वरील वाक्याने जेवढे स्वप्नांचा खून केला आहे तेवढा कोणत्या दुसर्या गोष्टी ने केले न… ","not offensive"
" सहमत  वैचारिक दळभद्री पण नुसता ","offensive"
" साक्षात बाप जरी आला ना तरी तुम्ही काही करू शकत नाही महाराष्ट्रात अशीच अखंड राहील  तुम्ही… ","not offensive"
" यांना कोण सांगणार हो .. मूर्खा बरोबर वादविवाद आपल्याला मूर्ख बनवतात  आपण यांची… ","offensive"
" आपण सतत नाराज राहणं हा आयुष्याचा अपमान आहे आणि आपण सतत कुणाचा अपमान करणं चांगलं नाही. म्हणून आनंदी रहा... ","not offensive"
" मित्रांनो  एक लक्षात घ्या.. आता फक्त कार्यालय बरोबर नव्हते असं लक्षात आल्यावर बांधकाम तोडण्यात आलेले आहे पण अजून मुजोरी  अरे… ","not offensive"
" खंडू  अहो... ते पुढच्या सरकारमध्ये मला पाकीट मिळेल ना... ? काक  मूर्खा हे सरकार टिकवायची गरज आहे... पळ तिकडे ","offensive"
" प्रवासात असतांना त्याने चड्डीच्या वरून पॅन्ट सुद्धा लावला होता.. पण  पादला बिचारा  वायरस ने सर्वांच्या नाकात… ","offensive"
" चहा झाला थंड कुशल माझा लंड आहे ते  ","offensive"
"  आयुष्य गणित नाही. आयुष्य शास्त्र नाही  ती एक कला आहे. म्हणूनचं प्रत्येकाला स्वतःची पायवाट स्वता ला तयार करीत करीत आयुष्य समृ… ","not offensive"
" कंगना   मुंबई हे शहर पाकव्याप्त काश्मीर आहे.. मुंबई महानगर पालिका  ","not offensive"
" मनात जे असत ते बोलून लिहायच्या वेळी मी सगळे शब्द बरोबर उच्चारतो पण तेच कागदावर उतरतं असताना हमखास त्यातले २ ३ शब्द… ","not offensive"
" सर्वात जास्त.. धावा   विराट कोहली (५४१२) बळी   लसीथ मलिंगा (१७०) षटकार   ख्रिस गेल (३२६) चौका… ","not offensive"
" मुर्खा कंगना सोनियाला रिप्लेस करायला आली आहे .. 🤣 कसला डोमल्याचा टीव्ही पॅनलिस्ट तू 🤔 ","offensive"
" मंद बुद्धीचे प्राणी फार भटकत आहेत.जरा तोंडाला लगाम लावा. जातीयवादी बोलण्यापेक्षा मराठा समाजाला पाठींबा द्या.… ","offensive"
" मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली तुम्ही सगळे कलेक्टर होते. ","not offensive"
" तुम्ही त्या भिकारचोट कंगना साठी उठसूट आमच्या राजाचं नाव मध्ये आणू नका. असं ओण तुम्हा उ… ","offensive"
" आहों अंड भक्त बेरोज़गारी  gdp कांदा निर्याती वर बंदी २० जवानाना मारला चींन ने तरी… ","not offensive"
" चायना घुसून घुसून बांधकाम करत होती तेव्हा असं नाही बोलला शेट   आता गप्प बसा जरा.. घ्या दमान जय हिंद  जय महाराष्ट्र… ","not offensive"
" तू तोंड मडक्यात घालून बोलत आहेस का मंद माणसा...2014 ला लाचारी केली होती काँग्रेस कडे… ","offensive"
" निल्या तु लहान आहेस अजुन तुझ्या मापाची हाफ चड्डी बनली नाय म्हणुन तु आपल्या गोट्या गोट्या खेळ नसल्या त्या उचापात्या नको… ","offensive"
" विशिष्ट संघी नागपूरकर आणि पाकिस्तानी पंजाब्यांमध्ये हे एक खूप मोठे साम्य आ… ","not offensive"
" भीती आली की  व्यक्तीला घरची आठवण येते. म्हणून सतर्क राहण्यातच समजदारी आहे ","not offensive"
" आठवलं  चे ठेकेदार पूर्वी फार आक्रमक होते आता बघूया किती आक्रमक होतात. नाही झाले तर समजायचे ते समजून घ्यायला हरकत… ","not offensive"
" नशीब    कोणीतरी आहे जिवंत इथे मायानगरीत   ","not offensive"
" आबे चोम्या दाणे टाकण्या पेक्षा पत्रकार परिषद का नाही घेतली बावळट… ","offensive"
" qr स्कॅन करून जर कोणी पैसे घेत असेल तर सावध रहा कारण काही सेकंदा मध्ये तुमचं अकाउंट 00.0 ₹ होऊ शकतं... ","not offensive"
" नेपाळ आता उत्तराखंड  हिमाचल  उत्तर प्रदेश  बिहार आणि सिक्किममधील अनेक शहरे ही नेपाळचा भाग असल्याच म्हणतोय..त्यासाठी… ","not offensive"
" महाराष्ट्र राज्य सरकारच्या मराठा आरक्षणाला स्थगिती देऊन खंडपीठाकडे पाठवले मग केंद्र सरकारच्या आर्थिक आ… ","not offensive"
" भडव्या whatsapp वरच ऐकून इथ हेपलू नको. राजघटना  संविधान   सरकारी नियम वाचत जा. गु… ","offensive"
" गेल्या सहा वर्षात गरीब कल्याणासाठी झालेलं काम अभूतपूर्व असल्याचं पंतप्रधानांचं प्रतिपादन. राफेल विमानं उद्या अधिकृत… ","not offensive"
" तेंडुलकर जेवढा कौतुकाने वर आकाशाकडे बघत मैदानात उतरायचा ना तेवढ्या कौतुकाने बळीराजा वर बघत शेतात जायला हवा. प्रत्येक शेत… ","not offensive"
" लहानपणापासुन ऐकत आलो.. देवा धर्माचा अपमान करु नये. साधुसंतांचा सन्मान करावा. स्त्रीयांचा मान राखावा. खोट बोलू नये.… ","not offensive"
" मोदिजी तुम्हाला वाढदिवसाच्या हार्दिक शुभेच्छा..♡♡♡♡♡ तेवढ आमच्या रोड च काही होतय का बघा   तुम्ही 2014 साली आला होता ते… ","not offensive"
" च्यायला हे येडझवेच आहे वाटत विरोधी पक्ष नेता म्हणून भाव दिला तरी रडतय नाही दिला तरी रडतात साले ","offensive"
" जेव्हा सर्वसामान्य लोकांच्या मनात खरे काय  खोटे काय अशी संभ्रमाची अवस्था तयार होते  तेव्हा मनाच्या मदतीला अध्यात्म येते. राग… ","not offensive"
" बेकायदा ऑफिस तोडलं आहे कंगनाचं आणि चवताळलेत खाल्या मिठाला तरी जागा रे डुप्लिकेट बिहाऱ्यांनो. जय ","offensive"
" अपमान झाला म्हणून दिल्लीपती समोर त्याचीच खिल्लत उधळून लावणारे माणूस आता महाराष्ट्रात जिवंत रा… ","not offensive"
" बाहेर सुगंध मातीचा पावसाच्या सरी गाजे  घरात सुगंध कसला आले समोरून भजे.. पावसात वेगळीच मजा... ","not offensive"
" ....म्हणून मार्लन ब्रांडो ने प्रतिष्ठित  ऑस्कर  पुरस्कार नाकारला होता ","not offensive"
" ज्यानं हे लिहिलंय अगदी समर्पक आहे  चोर खुप हुशार असतात  जेव्हा ते म्हशी चोरतात तेव्हा सर्वप्रथम ते त्या म्हशीच्या गळ्यातील… ","not offensive"
" काहीजण  जात  लिहताना  शुद्ध  असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते. तुमची ती शुद्ध आणि बाकीच्यां… ","offensive"
" दोन पाय किती विसंगत असतात  एक पुढे आणि एक पाय मागे. पुढच्याला गर्व नसतो  मागच्याला अभिमान नसतो कारण त्याला माहित असतं क्षणा… ","not offensive"
" चहाच्यामध्ये थोडं काम...  ","not offensive"
" २०१० साली upa सरकार असताना कांद्याचे भाव वाढत असल्यामुळे कांद्याची निर्यातबंदी केली  आयातकर कमी केले  पाकिस्तानातून कां… ","not offensive"
" जिवनामध्ये स्वतःला न पटणार्‍या गोष्टी स्पष्टपणे जो नाकारू शकतो त्याला कधीच पश्चाताप करण्याची वेळ येत नाही.. … ","not offensive"
" झवू देस का रांड ","offensive"
" मुलगा   तुला फिरायला आवडते आणि मला तुझ्यासोबत फिरायला.. मुलगी   आणि मला आवडते तुला माझ्या मागे मागे फिरवायला  मु… ","not offensive"
" बजाज ऑटोमध्ये २००८ साली 25 लाख गाड्यांचे उत्पादन झाले तेव्हा ९ ५०९ कामगार होते  तेच २०१२ मध्ये गाड्यांचे उत्पादन 43… ","not offensive"
" काहीजण  जात  लिहताना  शुद्ध  असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते. तुमची ती शुद्ध आणि बाकी… ","not offensive"
" ०९ सप्टेंबर   जगाच्या इतिहासातील आजच्या दिवसाचे महत्व काय? ","not offensive"
" मी पण उद्या राज्यपालांची भेट घेणार आणि २०१४ साली लोकसभा निवडणुकीत मोदीनी १५ लाख रुपये देण्याचा आश्वास… ","not offensive"
" केंद्रसरकारच्या भारत पेट्रोलियमच्या खासगीकरणाच्या निर्णयाविरोधात कर्मचारी आक्रमक ","not offensive"
" सारवासारव पूर्णतः खोटी बातमी करणी सेना  रिपब्लिकन आणि सामान्य जनतेचे प्रचंड समर्थन पाहून फाटे परत गेले. काय गोट्या… ","not offensive"
"  अरे कसा रे तू इतका मंद हींदिचा चाटूकार  मंदबुद्धीमधे तुम्ही भैय्ये लोक भारतात सर्वात पुढे  amp  इत… ","offensive"
" उत्साह आयपीएलचा  एकवेळी दुबई जायला नकार देणारा दिग्गज आज दुबईला रवाना ","not offensive"
" आमाला पण बोलव कधी तरी तूझ्या भोकात लवडा घालायला ","offensive"
" च्यायला कोणी उठत आणि चहा पिऊन येत. कोणता चहा बनवत असेल बर इथं ","not offensive"
" उद्धव ठाकरे यांना एकेरी संबोधलं म्हणून हक्कभंग आणल्या जातो मग फडणवीस मुख्यमंत्री असताना त्यांना शरीरावरुन विरोधक टरबूज… ","offensive"
" 2) कातळ  या रणजित देसाई यांच्या पुस्तकात ग्रामीण भागात 1948 साली कूळ कायदा आला.या कायद्यामुळे शेकडो वर्ष… ","not offensive"
" च्यायला राजभवन हे टपरिवर सिगरेट पिण्या सारख झालय ...  कुणी ही उठत न जात .🤣🤣 ","offensive"
" b  भाड्याची m  मादरचोद c  कॉर्पोरेशन ","offensive"
" पंजाबी घरात जन्मलेला अक्षय एवढी भारी मराठी बोलतो याचं अनेकांना आश्चर्य वाटतं. आज या खिलाडी कुमारचा वाढदिवस.… ","not offensive"
" बेड्स मिळत नसल्याने .... ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून… ","offensive"
" हो.. पण काय वेळ आलीये पहा.. त्याच भाजप च्या साठी काम करायची वेळ आलीये... कारण...?? फक्त शिवसेना… ","not offensive"
" मालिष्काने बीएमसीवर गाणं केलं म्हणून तीच्या घरातल्या कुंडीत डेंगीच्या अळ्या. सोनू सूद सरकारला समांतर काम करतो म्ह… ","not offensive"
" राऊत कंगनाला हरामखोर म्हणाले  कंगना तुम्हाला बाबर म्हणाली. जशास तसे  तुम्ही तर तोंडात विष घेऊन सतत भुंकत असता मग आ… ","offensive"
" pubg बॅन ठरला मृत्यूचे कारण  पश्चिम बंगाल मध्ये 21 वर्षीय तरुणाने केली आत्महत्या ","not offensive"
" प्रत्येक मुंबईकर जगतो हे जगणे  परप्रांतीयांना गोंजारण्यात धन्यता मानते bmc मराठी माणसाने साधी वडापावची… ","not offensive"
" महा नालायक ","offensive"
" कारे चोक्या  गेल्या का गोट्या कपाळात तुज्या दलिंदर आणि दलाल कुत्रकार आहे तू ","offensive"
" अरे दळभद्री कुत्र्यांनो त्याचा १० वर्षे जुना फोटो पोस्ट करून त्याला इंनोसेन्ट दाखवायचा प्रयत्न करू नका..… ","offensive"
" ते who न स्तुती केलेलं धारावी मॉडेल कुठ गेल पाटील साहेब? मराठी उत्तर भारतीय चतुर्वेदी ते मराठी पा… ","not offensive"
" आपली घरं जळत आहेत  दुसऱ्यांच्या घरांवर आग लागलेली बघायचं बंद करा. कारवाई योग्य आहे. परंतु कोरोना  अर्थव्यवस्था  म… ","not offensive"
" आमचे मित्र श्री.विष्णू चवरे सर यांची कन्या कु.गार्गीने (इयत्ता ३री) काढलेले यांचे चित्र....… ","not offensive"
" ज्यांना असं वाटतंय की कंगना भाजपमध्ये प्रवेश करेल व मोठी नेता होईल  ते अजून स्मृती ईराणी यांना ओळखत नाहीत. कं… ","not offensive"
" सीबीआय तपास करत असतानाही मीडिया ट्रायल करणे कितपत योग्य आहे?? न्यायव्यवस्था सांगते की गुन्हा सिद्ध होत नाही तेव्हा पर्यंत आ… ","not offensive"
" व्वा   तुमच्या तोंडात साखर पडो  ","not offensive"
" मी भाकरी करायला अलिकडेच शिकलेय अन् 3 4 वेळाच केलीय पण आज भाकरीला पदर सुटला अन् ती फुगली. पहिल्यांदा आईसारखी करायला जम… ","not offensive"
" इकडे मराठा समाजात असंतोष दिसु लागताच बारामतीचे करामती काका आपली दलीत वोटबैंक मजबूत करणेसाठी भिमाकोरेगाव विषय घेऊन आले.मराठा आर… ","not offensive"
" काँग्रेस आणि जनता दलाने (धर्मनिरपेक्ष) विरोध केला असतानाही कर्नाटकचे मुख्यमंत्री बी. एस. येडियुरप्पा यां… ","not offensive"
" तू नको मला शिकवू महाराष्ट्र कसा लिहायचं  आणि तुजसारखे म… ","offensive"
" फक्त हा पैशाचा डोंगर बघु नका त्याऐवजी स्वतःच्या कष्टाचा  घामाचा योग्य मोबदला म्हणून एक नोट जरी भेटली ना तरी माझ्या… ","not offensive"
" बँकेचे लोन गरीब   वर्ग वेळेवर देऊ शकला नाही तर त्यांना जमीन विकून डोक्यावरचं कमी करावे लागते आणि मान… ","not offensive"
" तुजाईचे बॉल तर लई चाटले आहे पोरांनी  जाऊन पाय जखमा झ्हा… ","offensive"
" मुंबई महानगरपालिकेला आधी काय खटकलं पाहिजे ?? रस्तेयुक्त खड्डे बांधकामे ","not offensive"
" का? कारण काय? कोणाच भल होणार? शेतकऱ्यांचे ? गरिबांचे? हा धक्का दणका कोणाला? यासाठी सरकार स्थापन केल? याचे समर्थक का… ","not offensive"
" अहो दादा.. जरा चेक करा आधी.. शिवसेना भाजप च्या पाठिंब्यावर नाहीये महानगरपालिकेत.. भाजप वि… ","not offensive"
" मूर्खा  मग मी मुंबईत काम करतो आणि मी बोलायला घाबरतो असं कशाला लिहिलं? मग चिकटपट्टी भुंड्याला लावायची ना ","offensive"
" जालन्यातील दुहेरी आरोपींना शिक्षा द्या   ची मागणी या हत्या… ","not offensive"
" मोदीजी आल्यापासून बेरोजगारी वाढली. 2014 साली आम्ही सगळे कलेक्टर होतो. ","not offensive"
" मग महा विकास आघाडी सरकार काय गोट्या खेळत होता ला त्यांना सगळं तपास… ","offensive"
" सगळेच कुलकर्णी बावळट नसतात  बावळट कुलकर्णी लगेच ओळखून येतात ","not offensive"
" थोडे वेडे व्हा. व्हा थोडे वेडे. अगदीच  नुसतेच  अन् नेहमीच शहाणे राहण्यात काय शहाणपण आहे?   व द घाटे ( पांढरे केस  हिरवी म… ","not offensive"
" सर लवडा लसूण म्हणायचय का तुम्हाला  ","offensive"
" jio चा स्वस्त 5g फोन डिसेंबर मध्ये होईल लॉन्च  मुकेश अंबानींनी केली तयारी ","not offensive"
" नागरिकांनी आपल्या स्वत च्या जीवनातील प्रश्न समस्या आपल्या मुलाबाळांचे भवितव्य याबाबत सजग असलं पाहिजे. तुमचे मूलभूत प्र… ","not offensive"
" फिरकीचा जादूगार शेन वॉर्न ","not offensive"
" काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे… ","offensive"
" पालकांनी अमुक व्यवसाय काही ठराविक समाजातीलच लोक करू शकतात हा गैरसमज दूर करावा  मुलांना लक्ष्मणराव किर्लोस्क… ","not offensive"
" फुलली ही शेवंती फुललंय मळा बघा.. मंद झुळूक येता कसा उळतोय हा झगा..  ","not offensive"
" अनधिकृत बांधकाम करणार आणि वरून पाकिस्तानसोबत तुलना करणार. हा माज असाच तोडला पाहिजे. well done bmc  ","not offensive"
" अग झवाड़े आई या शब्दला का कलंक लावते तुझ्या पुचीला एवडीच खाज आहे तर रंडी खान्यात जा ना उगाच कशाला त्या… ","offensive"
" हो का गोट्या चोळ्या भाई  ","offensive"
" 600 फॉल्लोवेर्स पूर्ण  अविश्वसनीय प्रवास    सर्वांचे आभार आणि मनःपूर्वक धन्यवाद    ❤️❤️ जय जिजाऊ जय शिवराय ","not offensive"
" भंगार केंद्र सरकार आनं त्यांच गटार राजकारण. झाट काय सापडतय कारण आत्महत्येत काय सापडन्यासारख नाहीच. ","offensive"
" संसारात आपण निर्णय घ्यायचा नाही. बायकांना घ्यायला लावायचा. चुकला तर त्यांचा आवाज बंद. बरोबर आला तर क्रेडिट त्यांना… ","not offensive"
" जिंकण्याची मजा तेव्हाच येते जेव्हा सर्वजण तुमच्या हरण्याची वाट पाहत असतात... ","not offensive"
" हद्दीत घुसून दहशतवाद्यांचा खातमा केला… ","not offensive"
" करूनही जर घरात सुख शांती पैसा राहत नसेल तर... फसवणुकीचा गुन्हा दाखल करता येईल का...????  सहज शंका आ… ","not offensive"
"   भारताचे लोकप्रिय पंतप्रधान माननीय श्री नरेंद्र मोदी जी यांच्या वाढदिवसानिमित्त  भारतीय जनता पार्टी जिल्हा हिं… ","not offensive"
" आईझवाड्या  ही पत्रकार परिषद होती का? रश्मीच्या पल्लूमध्ये गप्प बसणे. ","offensive"
" सर्व त्रास सहन करून पुन्हा उठण्याचा प्रयत्न करत आहे जुने सर्व काही सोडून नवी स्वीकारण्या… ","not offensive"
" मराठ्यांचा एक पण मत दळभद्री भाजपला जाणार नाही. ","offensive"
" आरक्षण मागतोय बायको नाही म्हटल्यानंतर सुद्धा चाकर अक्षर न काढणारे फडणवीस आणि भाजप कुठे आणि हे विद्यमान दळभद्री कुठे. ","offensive"
" वर राजकारण करून नेते झालेली सोशील कुत्री  बहुतेक थोरल्या सायेबाचं लेंडूक तोंडात गिळून गप्प आहेत. ","offensive"
" स्वीडन विरुद्ध गोल करत आपल्या देशासाठी १०० गोल मारणारा ख्रिस्तीयानो रोनाल्डो बनला जगातील दुसरा खेळाडू. या आधी इराणच्या अली… ","not offensive"
" इयत्ता ९ ते १२ वी वर्गात शिकणाऱ्या विद्यार्थ्यांना स्वच्छेने शिक्षकांच्या मार्गदर्शनखाली शाळेत जाता येणार आ… ","not offensive"
" एकदा जयू आणि जुही त्यांच्या एका मित्राकडे जातात. मित्राची मावशी (इंग्रजी चा तोरा मिरवायला)  who ही?  मी जुही. … ","not offensive"
