Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Not_offensive 	 കത്തി പടം ആകും.  അജയ് വാസുദേവ് അല്ലെ.  Waste
Not_offensive 	 Randalum  deepak dev ne maatti nirthiyathilanu athisayam....
Offensive	 DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam
Offensive	 1300 samoohika virudhar lalappan pans so called wastes vannu kazhinju. Teaser kananam dis like adikkanam ponam e chavali pattikalkku
Not_offensive 	 hoo kolamass item thannee...bgm oru rakshayumillaa
Not_offensive 	 വെറും രാജുവും സുരാജുവും  ഇത്തവണ തീ പാറിക്കും.....
Not_offensive 	 കട്ട rajuettan ഫാൻസ്‌ ലൈക്‌ അടി
Offensive	 ഇതൊക്കെ വല്ല സ്കൂൾ പിള്ളേരോടും പോയി പറ സാറേ..   എജ്ജാതി മാസ്സ് ഡയലോഗ്.അതു കേട്ടപ്പോ കേറിയ കോൾമൈർ ഇതു വരെ ഇറങ്ങി പോയിട്ടില്ല..   Big Brother മാസ്സ് ആണ്.. മനസ്സും ആണ്...ഇട്ടിമാണിക്കു ശേഷം എജ്ജാതി ഗെറ്റ് അപ്പ്‌ ചേഞ്ച്‌ ലാലേട്ടാ..   ഫ്രം പൂജപ്പുര സോമൻ lfa....അണ്ടി മുക്ക് ശാഖ..
Not_offensive 	 Prajapathi film orma vannavar like cheyyu...
Not_offensive 	 നീലം  മുക്കാൻ വന്നേക്കുന്നു കൊറേ കമന്റോളികൾ
Not_offensive 	 ഉടൻ വരും
Not_offensive 	 Subtitle undenkil views kooduthal kittumaayirunnu. Like if u agree
Not_offensive 	 പൃഥ്വിരാജ് സുരാജേട്ടൻ ലാലും അലക്സ്.. Lal jr. ന്റെ ഒരു വെറൈറ്റി ചിത്രം പ്രതീക്ഷിക്കുന്നു.. Best wishes team
Not_offensive 	 Raja  come back katta waiting
Not_offensive 	 aa penchochinte oru dialogue polum ellallo aashane??
Not_offensive 	 ചാക്കോ ച്ചന്ടെ  ഒന്നൊന്നര  വരവുണ്ട്  മോനെ
Not_offensive 	 Double roll undo...   ennoru thonnal
Not_offensive 	 Look aayi lalettan thonni prithivi muthaanu like adi makkalee
Not_offensive 	 കോഴി എന്ന് കേട്ടപ്പോൾ നടൻ ദിലീപണ്ണൻ ആണെന്ന് തെറ്റിദ്ധരിച്ചു 🤦‍🤦‍🤦‍
Offensive	 ഗുഹന്റെ ഫാൻസ്‌ തൂറി എറിയുവാണല്ലോ.. ഈ അവസരത്തിൽ  പറയുന്നത് കൊണ്ട് ഒന്നും തോന്നരുത്  ഈ വല്ല്യ മാമയെക്കാൾ വലിയ തീട്ടം വേറെ കാണില്ല
Not_offensive 	 ennum eppozhum...... ikka ore pole..... double strong
Not_offensive 	 Sunny chechiye kanan Vannavarkke like adikanulla cmnt
Not_offensive 	 ഇത് ഷാരൂഖ് ഖാന്റെ FAN എന്ന സിനിമയുടെ remake ആണോ 🤣
Not_offensive 	 മഞ്ജുവിന് പോലീസ് വേഷം കിട്ടിയാൽ വളരെ നന്നായിരിക്കും
Not_offensive 	 Trailer kandappo thannea cinema kannan thonni.katta waiting
Not_offensive 	 Ithu theateril 100 divasam kaanum enu urappu ullavar like adikku makkale
Not_offensive 	 എനിക്ക് ഒരു 5 ലൈക്ക് തരുമോ ചങാതികളേ....................PŁĘÅŚĖ
Offensive	 Sudapikalkku kurupotti aa dislikes kanda . A Hollywood level work
Not_offensive 	 മഞ്ജു  ചേച്ചിക്ക് DQ ഫാൻസിന്റെ ആശംസകൾ. All the best ചേച്ചി
Offensive	 Ettante nayikayaitt a peratta hani roseineyallathe vere areyum kittiyille nayanthara mathiyayirunnu nayikayai
Not_offensive 	 Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.
Not_offensive 	 118k like ithentha ingane?  Korachu mumbu 180k undarnnallo !!
Not_offensive 	 24k dis like adichavar ithrayum mandanmaro
Not_offensive 	 See mamangam narrating by mammookka its fabulous this i just feel like   Olu abdunte penna....nta penna
Not_offensive 	 Ente ponnooo oru rekshyum illa pwoli padam..kayidaikkann thoni..thank you manju chechiii
Not_offensive 	 Edo thallu menone direction padikanonkil rajuvetante aduthu chenna enganeyanennu padipichu tharum ?
Not_offensive 	 ആഹാ.... അടിപൊളി ആണല്ലോ. വ്യത്യസ്തമായൊരു സിനിമ അനുഭവം ആയിരിക്കുമെന്ന് തോന്നുന്നു
Not_offensive 	 വെറുപ്പിക്കാത്ത പഴയ മഞ്ജു ചേച്ചിയുടെ നിഴലുകൾ
Offensive	 iyale kondu verthe thallan mathram kazhiyollu
Not_offensive 	 Ithinekkal valiya romanjifickation trilor aaaayirunnu villan ...ennitto padam 8L pottii idum anginethanneyaavum ....laletta ingalu maaarikkoluuu pillleru kalikkette
Not_offensive 	 Madhu raaja comments nokeepam Andhra pradeshikal. Ivda tamil natukar
Not_offensive 	 here leonardo dicarpio in thalai viduthalai song
Not_offensive 	 Joy thakkolkaaranil ninnum oru massZz change
Not_offensive 	 Njan ഉറപ്പായിട്ടും ഷൈലോക്ക് തിയേറ്ററിൽ പോയ്‌ കാണും ഷൈലോക്ക് 200 കോടി നേടട്ടെ എന്ന് ആശംസിക്കുന്നു ഇക്ക ഉയിർ
Not_offensive 	 ടീസർ കണ്ടിട്ടു പുത്തൻപണം ഓർമ വരുന്നു.. അത്പോലെ ആവല്ലേ പടച്ചോനേ.. LOVE YOU IKKA.......
Not_offensive 	 Shavakallarayile Kuzhimaadathile Peril Oru Letter marach pedich lalettan ninnappo Onnu Nadungi
Not_offensive 	 Malayalam movies... Epothum puthumayana etharthaamana kathaikal.. I love malayalam movies... Annaben
Not_offensive 	 ഇഷ്ടമാണ്. But ചില സിനിമയിൽ over actigalle എന്ന് തോന്നും..
Not_offensive 	 Njan aarudeyum fan alla Annalum eth madurarajayekkal hit aakum orapp
Not_offensive 	 ഈ സിനിമ കണ്ടിട്ട് ഷാരുഖാനറെ ഫാൻ സിനിമ ഓര്മവന്നവർ  ഉണ്ടോ
Not_offensive 	 Ntammoooo enna lookka nte Etta  Immathiri oru trailer pretheekshichilla.... Kikkiduuu
Offensive	 Ikka fansinte tholvi aashamsakal oru 369 like poratte jimittolikale
Not_offensive 	 SRK ടെ FAN പോലെ ആവാതെ ഇരുന്നാ മതി
Not_offensive 	 ONKV ood neeraliii kandam vazhiii Ikka marana mass
Not_offensive 	 Eee trailer 3M+adikoon ullavr evidae like
Not_offensive 	 Police pwoli anallo...lal inte thirichu varavu...
Not_offensive 	 ഒരു പിടിയും തരാത്ത ട്രൈലെർ ആണെന്ന് തിന്നിയവർ ഉണ്ടോ..
Not_offensive 	 Egane ulla movie kal kaanan aanu ellavarum waite cheyunath
Not_offensive 	 Oru variety agotu feel cheyanila full mass item avum.. onnum kanand jayettan eragila
Not_offensive 	 രാക്ഷസൻ ഇമൈകൾനോടികൾ ഒക്കെ അങ്ങോട്ട് മാറിനിക്ക്  ഇനി ഇവിടെ 5-ആം പാതിര ഭരിക്കും
Offensive	 odiyan thulapichu myran V A Sree kumar kopan poda
Offensive	 aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu
Not_offensive 	 Ippo E comments vaayikkumbalu Nalla. Sukhondu
Not_offensive 	 കൂട്ടുകാരെ എന്റെ ചാനൽ ഒന്ന് സബ്സ്ക്രൈബ് ചെയ്യോ. ഞാൻ തിരിച്ചും ചെയ്യാം.
Not_offensive 	 Lalettante adutha pottapadam...Laletta ithokke mathiyakkan aayinnu ...Please
Not_offensive 	 Jayyetta katta mass .thrilling experience .katta waiting along with mamaankam.jayettan fans ADI like.mammookka too
Offensive	 Uluppillathavanmaaru script writer ude peru polum vechilla.
Not_offensive 	 Padam flop aakumenn  thoonunnavarkk like adikkanulla sthalam..
Offensive	 Mairan lalappa nee  blog ezhuthunille...ninakku positive energy vende lalappa 🤫🤫
Not_offensive 	 Trailer I'll tannaayy full story uondu
Not_offensive 	 Oru mass political- family blockbuster hit aakatteyenn aashamsikkunnu
Not_offensive 	 മലയാള സിനിമയിലെ എക്കാലത്തെയും മികച്ച ഒരേ ഒരു നടി...
Not_offensive 	 ഇത് srk ന്റെ fan എന്നാ ഫിലിമിന്റെ remake ആണോ?
Not_offensive 	 തൃശൂർ പൂരം കാണാമെന്നു കരുതിയത് ആണ്.. അന്നേരം ദേ അടുത്ത ഐറ്റം വന്നേക്കുന്നു... കൺഫ്യൂഷൻ ആകുമല്ലോ
Not_offensive 	 Soubin നെ ishtappedunnavar like അടിച്ചു pottikk...
Not_offensive 	 ട്രൈലെർ കണ്ടപ്പോൾ തന്നെ സിനിമയുടെ  കഥ ഏകദേശം മനസിലായി... but.....  Writer sachy സർ ആണ്...   ഉറപ്പായിട്ടും ഒരു കിടിലൻ twist ഉണ്ടാക്കും
Not_offensive 	 ഫഹദ് ശ്രീനാഥ് സൗബിൻ ഷൈൻ  പൊളിക്കും
Not_offensive 	 എന്നെ പോലൊരു സിനിമ പ്രേമി ഈ സിനിമക്ക് വേണ്ടി കാത്തിരിക്കാൻ ഒറ്റ കാരണം   UNNI R
Not_offensive 	 അത് സത്യം
Not_offensive 	 Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam
Offensive	 Dis like adikkan kure myranmar vannolum
Offensive	 nalla tholvi padam anennu trailer kandapozhe pidikitti
Not_offensive 	 ഹിന്ദി ശാറു ഖാന്റെ FAN remake ആണോ
Not_offensive 	 Ikkenem akkenem kanan vannavar like adi...
Not_offensive 	 പക്കാ വെറൈറ്റി.... ദൈവമേ ഇതൊക്ക ഉള്ളത് ആണോ
Not_offensive 	 Pulimurugande cheriyoru copy aarkengilum feel aayo?
Not_offensive 	 Daily 3 vattam kaanunavr undo evide?
Not_offensive 	 Enna padam ethillum high irakiya villian potti palisayi pinna ithe
Not_offensive 	 machaane ith polikkum......ittichante vaka oru sample vedikett maathram...ini theater pooraparambaakkkaan...ittichan oru varavukoodi varunnundenn paranjekkk......(ittimani)
Not_offensive 	 ഈ സിനിമ കാണണമെന്ന് മനസ്സ് നിറയെ ആഗ്രഹിച്ചിട്ടും അതിന് സാധിക്കാതെ പ്രവാസിയായി ജോലി ചെയ്യുന്ന എത്ര പേരുണ്ട് ഇവിടെ.?
Not_offensive 	 Odiyante releasinginu vandi kathu nilkukyanu laletta
Not_offensive 	 മൈ സാന്റ ഇതിനെ കണ്ടം വഴി ഓടിക്കുമല്ലോ
Offensive	 ജിമ്മിറ്റിന്ടെ ബിഗ് ബ്രദർ....  ഗുഹന്റെ ഷൈലോക്...  ഫ്ലോപ്സ് ലോഡിങ്...
Offensive	 Ithin dislike addikunavar lokka tholvikallayirkkum
Not_offensive 	 Cinema kandit vannu trailer kanunna ethraperund evde
Not_offensive 	 Oru vayassaya manushanaayittu enthu kidilaayitta abhinayichu kaanikkunnathu
Not_offensive 	 Shah rukh khante fan poleyanenn thonnunnu
Not_offensive 	 പടം ഹിറ്റാകുമെന്ന് തോന്നിയത് എനിക്ക് മാത്രമാണോ ?
Not_offensive 	 Trailer pwolliiii Eni padam koodi set ayaaa
Not_offensive 	 Vineeth sreenivasane enikke vishwasa.... ithu pwolikkum
Not_offensive 	 കാണാട ഹാ കാണാം   dec 20
Not_offensive 	 കാവ്യ ജീവിതത്തിൽ ചെയ്ത ഒരു നല്ല കാര്യം. മഞ്ജു ചേച്ചി യെ ഞങ്ങൾക്ക് തന്നു.
Not_offensive 	 Ith kandapo ronchaaamam Enik matram aanoo vanne
Not_offensive 	 Ith joyettan mass aaya item aanalo
Not_offensive 	 ജോഷി സാറിന്റെ മറ്റൊരു കിടിലം ഐറ്റം.. മറിയം  സൂപ്പർ കാസ്റ്റിംഗ്..
Not_offensive 	 പൊളി ശരത്ത് ട്രൻ്റ് ആയ ശേഷം ഇവിടെ വന്നവർ ഉണ്ടോ
Offensive	 Ada maira mammutty naadu kathumboll ninta poottila diloge
Not_offensive 	 Appol Ee onAm thinne Ittivhenday Vaka oru Sample Vedikettu Undakumm   LALETTAN UYYIR
Not_offensive 	 എനിക്ക്  ഒരു 100 subscribe തരുമോ(done)എന്ന് കമന്റ്‌ ചെയ്യുക ഞാൻ തിരിച്ചും subscribe ചെയ്യും 100%
Not_offensive 	 രാജുവേട്ടനും സൂരാജേട്ടനും നേര്‍ക്കുനേര്‍ വരുന്ന സീനുകള്‍ സിനിമക്കുള്ളിലെ സിനിമയിലെ പാരവെപ്പുകളുടെ കഥപറയും
Not_offensive 	 നിനക്കിനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പൊളാക്കാൻ പറ്റൂന്ന് തോന്നുണ്ടോ.. !!🤔🤔
Not_offensive 	 Daily vannu trailer nokuunevar hit like
Not_offensive 	 Avasanam Romante oru Superman punch
Not_offensive 	 ഇതിലെ വില്ലൻ ശ്രീനാഥ് ഭാസി ആണ്
Not_offensive 	 Oru 30 pravashyamenkilum kandirikkum trailer  9 days to go for mamangam On dec 12
Not_offensive 	 unni de story Ku vendi kaanaan pogunnavar like adi
Not_offensive 	 Trailer kanda thanne Aliyan Ettunilayil pottumennu
Not_offensive 	 ഇത് പൊളിക്കും ഉറപ്പാ  രാജുവേട്ടൻ +സുരാജേട്ടൻ
Not_offensive 	 നിങ്ങളുടെ വീട്ടിൽ ചെറിയ ഡിഷ് ആന്റിന ഉണ്ടെങ്കിൽ 150 ചാനലുകൾ സൗജന്യം ആയി ആജീവനാന്തം കാണാം.മാസ വാടക ഒന്നും വേണ്ട.
Offensive	 Lalettante face kandittu sankadam maatram ennalum ente stree kumara menone naari
Not_offensive 	 Film super. Sambavam kidukki polichu. Kidukkachi
Not_offensive 	 Last dialogue prashnamaaanu. Parvathy ippo prathikarikkum.. Movie release neetti vachu stay vaaangum
Not_offensive 	 Lift il aanu helan nu manasilayavar like adikk
Offensive	 എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു... കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം... ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു... മമ്മൂക്ക ക്ഷമിക്കണം..
Offensive	 Myru padam Cash poyii.... Eee kunnakk inganathe padam cheyyathe irunna pore....
Not_offensive 	 Odiyan kand ishtappettit trailer nokkan vanna aarenghilum ivade inda ?
Offensive	 Waste trailer
Not_offensive 	 മാമാങ്കം കാണാൻ വച്ച പൈസ ഇങ്ങോട്ട് മറിക്കുന്നു...
Not_offensive 	 peter hein nte stunt ella cinema il um ore pattern aanallo
Offensive	 Dislike adichavar ettavum valiya oolakal...... bldy idiots...
Offensive	 Dislike adikan vendi mathram trailer kanunna kure vanangalu
Not_offensive 	 Uff.. ithu oru pwoli pwolikkum Rajuvettan x Surajettan
Not_offensive 	 എന്റെ പൊന്നോ ഒരുപാട്  ഒരു രെക്ഷയുമില്ല  അടിപൊളി   ഇക്ക ഉയിർ
Offensive	 പടം കണ്ടു...  അറുബോറൻ പടം പുതിയ തലമുറയെ കഞ്ചാവ് അടിക്കാൻ പ്രേരിപ്പിക്കുന്ന തെറ്റായ സന്ദേശമാണ് ഈ ചിത്രം നൽകുന്നത് ഇത്തരം ചിത്രത്തിൽ അഭിനയിക്കാൻ തയ്യാറായ ഫഹദിനെ സമ്മതിക്കണം.  ദയവു ചെയ്ത് ഫാമിലിയായി ഈ പടം കാണാതിരിക്കുക
Not_offensive 	 Ente channel onnu subscribe cheyumoo frnzzz. plzzz
Not_offensive 	 Indrajith LUCIFER ennu paranjappo
Not_offensive 	 ഇതാണ് ഞങ്ങൾ കാത്തിരുന്ന ഇക്ക നല്ല എനർജി . എന്ന് ഒരു മോഹൻലാൽ ഫാൻ
Not_offensive 	 Ente Peru Chodikkaathe eduthathil paribhavamilla ketto..  Cinema super aanenn trailer kandappol thanne manassilaayii
Not_offensive 	 Koode Nilkkunnavark Chunk Kodukkum 🤩🤩 PULLU GIRI 🤡🤡🤡🤡🤡
Not_offensive 	 Malayalikalkk idayil evan oru para ullu ŤHé ćòMpļÈțê ÂćŤóř
Not_offensive 	 ഒരു ട്രൈലെർ വരുന്നു എന്ന് കേട്ടപ്പോൾ  ഇത്രേം കിടു ആയിരിക്കും എന്ന് കരുതിയില്ല
Offensive	 Dislikes adikan vendi mathram koree naarikal... Adiyeda adi... Ninneyokke thookki adikkaa tta
Offensive	 ജയറാമേട്ടൻ വെറുപ്പികത്താനെ കാണിച്ചു തന്നു വെറും 2 month കൊണ്ട്  ജയറാമേട്ടൻ super ആണ് ല്ലേ lubyou
Not_offensive 	 BELARI RAJA PAZHASHI RAJA RAJADHI RAJA POKKIRI RAJA MADHURA RAJA  Ee RAJA ena peru ushirulla aanpellerkru paragitullatha
Offensive	 ഇങ്ങേർ ഇനിയും വളിപ് നിർത്താൻ ഉദ്ദേശം ഇല്ലാ എന്നാ തോന്നുന്നത്... അടുത്ത പടക്കവും ആയി വരുന്നുണ്ടേ...🤣🤣🤣🤣🤣🤣🤣
Not_offensive 	 Trailer Kandal ariyam super hit aakum
Not_offensive 	 Trailers isttapetta LALETTAN fans  adi
Not_offensive 	 Ee movie pottiyal njan pine Malayalam movie kanoolaa...
Offensive	 Iyakku Vera pani onnum ille !
Not_offensive 	 prithiraj fans+tovino fans=lucifer  raja ....ivan ottaka vanee MONSTER..
Not_offensive 	 Dislik adichaver undo evide kudi onnu adichitt ponnea
Offensive	 Muttamariyans Mammunni Myra raja team omkv
Not_offensive 	 വെറുതേയല്ല നമ്മള്‍ ലേഡീ സൂപ്പർ സ്റ്റാർ എന്ന് വിളിക്കുന്നത്  മലയാളത്തില്‍ നായിക പ്രധാന്യം ഉള്ള സിനിമാ മഞ്ജു വാര്യരുടെ കൈയില്‍ സുഭദ്രം ഇപ്പൊൾ തമിഴിലും അവർ കഴിവ് തെളിയിച്ചു കഴിഞ്ഞു നമുക്ക് അഭിമാനിക്കാം
Not_offensive 	 ടീസർ എഡിറ്റ്‌ ചെയ്തത് ലിന്റോ കുര്യൻ അല്ലെ
Not_offensive 	 Views 10M kadakkum ennurappullavar like adi
Not_offensive 	 അപ്പോൾ കഥയുടെ  റൂട്ട് മാറിയല്ലോ...
Not_offensive 	 Kidilan....... Lalettan  pritvi
Not_offensive 	 Enter flight for  ₹490 | വിമാനത്തിൽ കയറാം വെറും 490 രൂപയ്ക്കു
Not_offensive 	 Oru mazhathil okke thalledo commentolikale  Padam irangatte vijayikkatte
Not_offensive 	 Oru hit oru flop ath kondu ith angane karuthunulu
Not_offensive 	 പെണ്ണെന്നു പറഞ്ഞാൽ ശാപം എങ്കിൽ അങ്ങനത്തെ മനസ്സ് ഉള്ളവരുടെ അമ്മമാർ പുരുഷന്മാർ ആണോ
Offensive	 Video kandutheran samayam aayilla athinu munne malaranmar dislike adikan thudangi
Not_offensive 	 EVIDE YO ENTHO ORU TWIST... MANAKKUNNALLO🤔
Not_offensive 	 1:08  back groundile photo sukumaran sir .....lalettante appachan ...
Not_offensive 	 0:20 രാജീവ് രവി അല്ലേ അത്‌ ...!!🤔🤔🤔
Not_offensive 	 JAI LUCIFER JAI LALETTAN JAI PRITHWI
Not_offensive 	 Epo madhura Raja trailer kande ollu ethu kandappo tharichu poyi. Ettan effect
Not_offensive 	 26K malaghamar dislike adichirikkunnu....Sahikkanjittanu vere onnumalla.....kashtam....dhaivathinte sontham nadu
Not_offensive 	 Katta pretheekshaaa....... Luv u alla ...
Offensive	 Nalla oombiya trailer.. Mammootty kilavane kayaril ketti pokkunnathu kanan ente patti pokum...
Not_offensive 	 Iganeyoru pedi entha mole igane pedichalo njn ninde chetan alle..fahadikkaa...
Offensive	 Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!
Not_offensive 	 Mamangam malayalam industriyude oru gem aay marum urapp
Not_offensive 	 Marana Mass Trailer........ Katta Waiting FOr DEC 20.. Pullu Giri
Not_offensive 	 0:54
Not_offensive 	 Unni R.. Aa oru peril aanu pratheeksha full..
Not_offensive 	 Suraj vere level  soubin  ithu thakarkkum
Not_offensive 	 മാമാങ്കം കണ്ടവർ ഒന്നു ലൈകികെ അഭിപ്രായവും പറയണേ....
Not_offensive 	 മവനെ കൊല ഗാണ്ടിലിരുക്കെ.. കൊല്ലാമേ വിടമാട്ടെ..   ഒരു മെഗാസ്റ്റാർ അഴിഞ്ഞാട്ടം..    Boss is BACK
Not_offensive 	 arokee ningaldee comentsnu etraa like kittenu nokkan vannu
Not_offensive 	 Adipoli Vere level  Aayttam ethumathi fdfs polichadukkan
Not_offensive 	 Katta waiting..anna ye kaanan kothiyakunnu kumbalangy nights pwoli love you...
Not_offensive 	 BGM     Ikka pwolikk.....
Offensive	 qween polikkum....... chunks ooombiya padamnumma paaal kuppikalkkullathaa quween.....
Not_offensive 	 big bib writer in prathi poovan kozhi
Not_offensive 	 ഈ  ടീം  അടിപൊളി
Offensive	 ...emmathiri kanjavu cinimayiralkan geethuvine kone. Pattu
Not_offensive 	 ഇതിന്റെ ഇടയിൽ  Avengers ine കണ്ടവർ like adi
Offensive	 Nalla മൂഞ്ചിയ ട്രൈലെർ ഏട്ടൻ പിന്നെയും പണി പറ്റിച്ചു 🤣വില്ലൻ 2 LOADING
Offensive	 ഇനി രാവണന്റെ വരവാണ്. . #Shylock
Offensive	 ഇവന്മാർക്ക് ഏതെങ്കിലും ഒരു പടം ബീഡിയും
Not_offensive 	 ഈ പടത്തിറ്റിന്റ വരവിനു കാത്തിരിക്കുന്നു പൊറിഞ്ചുമറിയം ജോസ്
Offensive	 ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...
Not_offensive 	 മമ്മൂട്ടിക്ക് മോഹൻലാലിൽ ജനിച്ചവൾ ആണിവൾ.. . ഭയങ്കരി !!! നിന്നെ ഞങ്ങൾ FDFS എടുത്തോളാം...
Not_offensive 	 ഇതിലെവിടെ പ്രതിയായ പൂവൻ കോഴി.......................... അതോ മഞ്ചുച്ചേച്ചി യാണോ കോഴിയായും അഭിനയിക്കുന്നത്
Offensive	 Trailer Releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram.... Chettakale
Not_offensive 	 Enikkith vare driving license kittiyittilla naalu thavana h test thottu anjamathe thavana h kitti pakshe road test kittiyilla. 8 aadyame kittiyirunnu
Offensive	 33k kurugal kanunnylllle dislike🤣🤣🤣🤣🤣 duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum
Offensive	 ട്രെയിലർ കൊള്ളാം... പക്ഷേ പക്ഷേ ആ ഊള  അലൻസിയർ മാത്രം വേണ്ടായിരുന്നു.. ഇതുപോലുള്ള വൃത്തികെട്ട അവന്മാരെ വളർത്തുന്ന മലയാള സിനിമയുടെ പ്രവണത നിർത്തണം....
Not_offensive 	 0.44 നമ്മുടെ കോട്ടയത്തിന്റെ സ്വന്തം പണി തീരാത്ത ആകാശ്പാത
Not_offensive 	 Lalettan fan but aa lastle chadeet oru pedayille polichuuu
Not_offensive 	 you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum
Not_offensive 	 Surajettan kunjunni mash ayi abhinayichal powlikku.m
Not_offensive 	 IKKA നിങ്ങളെ പോലെ നിങ്ങൾ മാത്രേയുള്ളു.  ആ ചിരി   TEASER - VERITHANAM
Not_offensive 	 Lalettan prithvi combo .... =മരണമാസ്
Not_offensive 	 Namkum vanuda makaleee oru Rakshasan  kattak waitingatta
Not_offensive 	 Nalla rasam ubdae
Not_offensive 	 2019 ലെ ഒരു വലിയ hit  കാസ്റ്റിംഗ്
Not_offensive 	 OMG #1 Trending keep going... അടുത്തിടെ മലയാളത്തില്‍ പുറത്തിറക്കിയ ഒരു trailer ഉം നേടാത്ത നേട്ടം
Not_offensive 	 MAMMOOKA FANSINTE ELLA VIDHA ASHAMSAKALUM NERUNNU...
Not_offensive 	 Kalakkan kidu marana mass mammukka pwolikyum
Not_offensive 	 ടീസർ കണ്ടപ്പോൾ എല്ലാം പ്രതീക്ഷയും നഷ്ടപെട്ടതാ.  പക്ഷെ ട്രൈലെർ ഇതുപോലൊരു കോളാലൊളി ഐറ്റം ആവുമെന്ന് പ്രതീഷിച്ചില്ല.  ഇടിക്കട്ട വെയ്റ്റിംഗ് ഫോർ ഡ്രൈവിങ് ലൈസൻസ്
Not_offensive 	 Poli poli poli .... am waiting..
Not_offensive 	 മൂഡ് പോയി...മൂഡ് പോയി...തുടക്കം തന്നെ ജോബി ജോർജിന്റെ പേര് കണ്ടപ്പോ മൊത്തം മൂഡ് പോയി. പിന്നെ ഇക്കാടെ പെർഫോമൻസ് കണ്ടിരുന്നു പോയി..
Not_offensive 	 Mamangam marana mass akum allathe pinne
Not_offensive 	 Waiting 4 madhuraraja..Mammookka Sunnychechi Jai Salimettan etc..elarum pwolikum.All the bst madhuraraja  team.
Not_offensive 	 ഇത് ജബ്ര ഫാനിന്റെ കോപ്പി ആണോ
Offensive	 Ittimani enna cinima chali padam pottan pokunna padam odiyanil kalam van durathan boor padam ennulavar like adiche
Offensive	 Avante ammumede rubberised fight. Verthe ikkade vela kalayan ayit
Not_offensive 	 Iyalde cinema kandu kandu enakku vayasaayi
Not_offensive 	 കുമ്പളങ്ങി കാഴ്ചകൾ അതിഗംഭീരം...മലയാള സിനിമയ്ക്ക് മാത്രം ചെയ്യാൻ കഴിയുന്ന
Not_offensive 	 Cristamasinu.... mamangam
Not_offensive 	 Adipoliii movie..Suraj nta acting super ayiittodee....anike othiri ishtapatuuu..super movie
Not_offensive 	 Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund
Offensive	 ഇതുപോലെത്തെ നാറിയ സിനിമകൾ എടുക്കുന്നവരെ വേണം തല്ലികൊല്ലാൻ .. ജനങ്ങൾ കാശുകൊടുത്തിട്ട് ഇവൻമാരെപോലെയുള്ളവരുടെ ഊമ്പിയ സിനിമ കാണാനല്ല.....നല്ല സിനിമകൾ കാണാനാണ്..ഫഹദിന് നാണമില്ലേ ഇതുപോലെത്തെ സിനിമയിൽ അഭിനയിക്കാൻ.....ദയവുചെയ്ത് ഇനിയുള്ളവ്‍ ഈ സിനിമ കാണരുത്.......പൈസ പോകും.......
Not_offensive 	 GONE GIRL MOVIE de vibe ille ...aarkengillum tonunnundo?🧐🧐
Not_offensive 	 Raju Ettan  Suraj Ettan
Not_offensive 	 ithenthaa ithinidaikk illuminati symbol okke thalli ketyekkunnallo... Lucifer pidikkan nokkunnathaavum...
Not_offensive 	 Pramukha nadanmarude fans chodicha paranjheku... 2020 um MAMMUKKAaa eduthennu....
Offensive	 Siddiqe sir .sangi laalunniyey vechu padam edukkaruth kashttamayipoai ivan oru pidikkitta sangiyanu
Not_offensive 	 മൈ സാന്റ ഇതിനെ കണ്ടം വഴി ഓടിക്കുമല്ലോ
Not_offensive 	 പടം എന്തായാലും കിടക്കും കാരണം മമ്മൂക്ക ഒഴിവാക്കിയ പടമാണെന്ന് കേട്ടു
Offensive	 ഷൈലോക്ക് ബിഗ് ബ്രദർ രണ്ടും ഊമ്പിയ ട്രൈലെർ
Not_offensive 	 I am a disco dancer chemban Vinod chettanᕦ
Not_offensive 	 Kumbalanghi kark like adikan ulla cmnt
